Match_addr,Postal,PostalExt,Country,X,Y,Pop 1 mile,Particulate Matter (PM 2.5 in ug/m3),Ozone (ppb),NATA Diesel PM (ug/m3),NATA Air Toxics Cancer Risk (risk per MM),NATA Respiratory Hazard Index,Traffic Proximity and Volume (daily traffic count/distance to road),Lead Paint Indicator (% pre-1960s housing),Superfund Proximity (site count/km distance),RMP Proximity (facility count/km distance),Hazardous Waste Proximity (facility count/km distance),Wastewater Discharge Indicators (toxicity-weighted concentration/m distance),Demographic Index,all3,dem index ,Minority Population,Minority Population*,Low Income Population,Low Income*,lowincomebincorrected,Linguistically Isolated Population,Population with Less Than High School Education,Less Than High School Education*,Population under Age 5,Population over Age 64,>64* 0-under/at 1-above,DisplayX,DisplayY,sample_id,group_id
"2622 Ashleys Grove Rd, Murfreesboro, North Carolina, 27855",27855,9653,USA,-77.16963587,36.41266771,127,7.53,39.1,0.163,28,0.37,2.2,0.47,0.014,0.21,0.17,9.20E-06,0.36,5.00,0.00,0.39,1.00,0.33,0.00,0.00,0.00,0.26,1.00,0.09,0.17,1.00,-77.16963587,36.41266771,ES123009-0011,566000325EH
"396 Lebanon Church Rd, Garysburg, North Carolina, 27831",27831,9602,USA,-77.6004571,36.51344374,240,7.89,39.4,0.19,32,0.44,65,0.13,0.011,0.23,0.13,0.0017,0.63,7.00,1.00,0.72,1.00,0.55,1.00,1.00,0.00,0.34,1.00,0.03,0.22,1.00,-77.600727,36.513603,ES120209-0006,566000325EH
"248 Decharmarnel Dr, Murfreesboro, North Carolina, 27855",27855,9388,USA,-77.13986526,36.43650707,342,7.41,39,0.152,28,0.37,4,0.3,0.015,0.13,0.12,4.80E-06,0.42,5.00,0.00,0.49,1.00,0.35,0.00,0.00,0.00,0.17,1.00,0.05,0.16,1.00,-77.1397335,36.436437,ES111009-0053,566000325EH
"690 Big Johns Store Rd, Margarettsville, North Carolina, 27853",27853,9675,USA,-77.37661703,36.53339498,36,7.57,39.1,0.166,29,0.37,0.4,0.28,0.012,0.084,0.08,2.80E-07,0.38,5.00,0.00,0.53,1.00,0.23,0.00,0.00,0.00,0.19,1.00,0.02,0.22,1.00,-77.37661703,36.53339498,ES120909-0020,566000325EH
"Dr Hall Rd, Gaston, North Carolina, 27832",27832,NA,USA,-77.68627024,36.50077776,238,7.89,39.4,0.19,32,0.44,84,0.23,0.012,0.32,0.12,0.014,0.52,7.00,1.00,0.58,1.00,0.45,1.00,1.00,0.00,0.31,1.00,0.02,0.26,1.00,-77.68627024,36.50077776,ES012210-0009,566000325EH
"320 Pleasant Hill Rd, Gaston, North Carolina, 27832",27832,9511,USA,-77.63996015,36.50363433,1449,7.89,39.4,0.19,32,0.44,67,0.19,0.011,0.27,0.12,0.0078,0.60,7.00,1.00,0.68,1.00,0.51,1.00,1.00,0.00,0.33,1.00,0.02,0.23,1.00,-77.6401785,36.504153,ES110409-0009,566000325EH
"2186 US-158, Jackson, North Carolina, 27845",27845,NA,USA,-77.5031135,36.41173817,20,7.75,39.4,0.183,30,0.4,110,0.23,0.011,0.18,0.17,0.0026,0.89,7.00,1.00,0.95,1.00,0.83,1.00,1.00,0.00,0.30,1.00,0.10,0.25,1.00,-77.5031135,36.41173817,ES111809-0015,566000325EH
"28147 NC-561, Enfield, North Carolina, 27823",27823,8642,USA,-77.79569066,36.27472832,149,7.88,40.2,0.179,31,0.4,15,0.1,0.014,0.19,0.056,9.30E-06,0.66,7.00,1.00,0.77,1.00,0.56,1.00,1.00,0.00,0.27,1.00,0.02,0.23,1.00,-77.79569066,36.27472832,ES190326-0016,566001836EH
"605 Poor Rd, Scotland Neck, North Carolina, 27874",27874,8622,USA,-77.47906931,36.05360237,72,7.49,40,0.151,28,0.37,0,0.42,0.014,0.15,0.048,1.30E-06,0.36,5.00,0.00,0.58,1.00,0.14,0.00,0.00,0.00,0.22,1.00,0.00,0.10,0.00,-77.479074,36.054099,ES190514-0012,566001836EH
"732 Knight Farm Rd, Halifax, North Carolina, 27839",27839,8887,USA,-77.51645265,36.20443748,33,7.68,39.8,0.166,29,0.39,0,0.3,0.012,0.089,0.041,0.0016,0.38,5.00,0.00,0.58,1.00,0.19,0.00,0.00,0.00,0.19,1.00,0.00,0.42,1.00,-77.5164555,36.204111,ES190514-0013,566001836EH
"16675 US Highway 301, Enfield, North Carolina, 27823",27823,9156,USA,-77.63461583,36.20445017,13,7.68,39.8,0.166,29,0.39,7.4,0.21,0.011,0.18,0.071,0.0043,0.70,7.00,1.00,0.79,1.00,0.61,1.00,1.00,0.00,0.17,1.00,0.03,0.19,1.00,-77.63461583,36.20445017,ES181017-0013,566001836EH
"2295 Johnny Johnson Rd, Enfield, North Carolina, 27823",27823,8632,USA,-77.79887584,36.2283677,73,7.88,40.4,0.159,30,0.39,11,0.19,0.014,0.093,0.059,5.50E-06,0.76,7.00,1.00,0.92,1.00,0.61,1.00,1.00,0.00,0.37,1.00,0.03,0.20,1.00,-77.798457,36.22806,ES181017-0014,566001836EH
"604 Timber Creek Dr, Littleton, North Carolina, 27850",27850,8957,USA,-77.87359053,36.490014,368,7.86,39.7,0.156,30,0.4,1.9,0.035,0.014,0.052,0.044,0.034,0.07,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.06,0.00,0.04,0.46,1.00,-77.873139,36.490014,ES180918-0001,566001836EH
"88 Kyle Rd, Littleton, North Carolina, 27850",27850,8401,USA,-77.76341011,36.32371212,37,7.86,39.9,0.208,31,0.42,28,0.1,0.013,0.31,0.053,1.50E-05,0.57,7.00,1.00,0.61,1.00,0.52,1.00,1.00,0.00,0.26,1.00,0.00,0.29,1.00,-77.76341011,36.32371212,ES180926-0021,566001836EH
"704 Andrew Hale Rd, Littleton, North Carolina, 27850",27850,9820,USA,-77.69967004,36.29456148,57,7.86,39.9,0.208,31,0.42,28,0.1,0.013,0.31,0.053,1.50E-05,0.57,7.00,1.00,0.61,1.00,0.52,1.00,1.00,0.00,0.26,1.00,0.00,0.29,1.00,-77.69967004,36.29456148,ES180919-0010,566001836EH
"16353 Justice Branch Rd, Littleton, North Carolina, 27850",27850,8620,USA,-77.78602897,36.35442893,19,7.86,39.9,0.208,31,0.42,24,0.18,0.013,0.22,0.078,0,0.46,7.00,1.00,0.36,1.00,0.55,1.00,1.00,0.00,0.24,1.00,0.06,0.20,1.00,-77.7862215,36.354168,ES180724-0027,566001836EH
"24136 NC Highway 48, Enfield, North Carolina, 27823",27823,8252,USA,-77.82537232,36.18935946,86,7.9,40.4,0.152,30,0.39,2,0.098,0.015,0.077,0.058,3.40E-06,0.75,7.00,1.00,0.91,1.00,0.60,1.00,1.00,0.00,0.29,1.00,0.04,0.17,1.00,-77.82537232,36.18935946,ES121417-0053,566001836EH
"20911 Highway 48, Enfield, North Carolina, 27823",27823,NA,USA,-77.8452795,36.228627,244,7.9,40.4,0.152,30,0.39,2,0.098,0.015,0.077,0.058,3.40E-06,0.75,7.00,1.00,0.91,1.00,0.60,1.00,1.00,0.00,0.29,1.00,0.04,0.17,1.00,-77.8452795,36.228627,ES120717-0023,566001836EH
"7458 Douglass Hill Farm Rd, Scotland Neck, North Carolina, 27874",27874,8670,USA,-77.50143869,36.0789583,42,7.49,40,0.151,28,0.37,0,0.42,0.014,0.15,0.048,1.30E-06,0.36,5.00,0.00,0.58,1.00,0.14,0.00,0.00,0.00,0.22,1.00,0.00,0.10,0.00,-77.50143869,36.0789583,ES031318-0042,566001836EH
"216 Adcock Rd, Whitakers, North Carolina, 27891",27891,9495,USA,-77.8101428,36.15335089,70,7.9,40.4,0.152,30,0.39,2,0.098,0.015,0.077,0.058,3.40E-06,0.75,7.00,1.00,0.91,1.00,0.60,1.00,1.00,0.00,0.29,1.00,0.04,0.17,1.00,-77.810292,36.153729,ES113017-0056,566001836EH
"1162 Green Star Rd, Halifax, North Carolina, 27839",27839,7503,USA,-77.56299223,36.20007481,64,7.79,40.2,0.179,30,0.39,0.83,0.35,0.012,0.32,0.076,0.00048,0.73,7.00,1.00,0.69,1.00,0.77,1.00,1.00,0.00,0.33,1.00,0.03,0.22,1.00,-77.56299223,36.20007481,ES110917-0022,566001836EH
"280 Hilliard Hux Rd, Littleton, North Carolina, 27850",27850,NA,USA,-77.76340026,36.31382819,71,7.86,39.9,0.208,31,0.42,28,0.1,0.013,0.31,0.053,1.50E-05,0.57,7.00,1.00,0.61,1.00,0.52,1.00,1.00,0.00,0.26,1.00,0.00,0.29,1.00,-77.76340026,36.31382819,ES101917-0031,566001836EH
"230 Hibiscus Ln, Littleton, North Carolina, 27850",27850,9680,USA,-77.83658307,36.46391954,187,7.86,39.7,0.156,30,0.4,4,0.1,0.014,0.059,0.05,2.00E-02,0.39,7.00,1.00,0.41,1.00,0.38,1.00,1.00,0.00,0.15,1.00,0.02,0.37,1.00,-77.83658307,36.46391954,ES101917-0033,566001836EH
"440 Hibiscus Ln, Littleton, North Carolina, 27850",27850,9834,USA,-77.83718726,36.46204199,164,7.86,39.7,0.156,30,0.4,4.4,0.11,0.014,0.06,0.051,1.80E-02,0.44,7.00,1.00,0.46,1.00,0.42,1.00,1.00,0.00,0.16,1.00,0.01,0.36,1.00,-77.83718726,36.46204199,ES101917-0034,566001836EH
"1139 Green Star Rd, Halifax, North Carolina, 27839",27839,7503,USA,-77.56395159,36.20042218,64,7.79,40.2,0.179,30,0.39,0.83,0.35,0.012,0.32,0.076,4.80E-04,0.73,7.00,1.00,0.69,1.00,0.77,1.00,1.00,0.00,0.33,1.00,0.03,0.22,1.00,-77.56395159,36.20042218,ES101917-0032,566001836EH
"15454 US Highway 301, Enfield, North Carolina, 27823",27823,8967,USA,-77.626044,36.223263,88,7.68,39.8,0.166,29,0.39,7.4,0.21,0.011,0.18,0.071,4.30E-03,0.70,7.00,1.00,0.79,1.00,0.61,1.00,1.00,0.00,0.17,1.00,0.03,0.19,1.00,-77.626044,36.223263,ES082317-0025,566001836EH
"197 Stamper Siding Rd, Scotland Neck, North Carolina, 27874",27874,8206,USA,-77.4021112,36.09374184,47,7.49,40,0.151,28,0.37,0,0.37,0.016,0.17,0.042,1.80E-04,0.63,7.00,1.00,0.58,1.00,0.69,1.00,1.00,0.00,0.28,1.00,0.05,0.16,1.00,-77.4021112,36.09374184,ES030217-0023,566001836EH
"x=-77.584389, y=36.131184",27823,NA,USA,-77.5800478,36.11788649,12,7.81,40.3,0.181,30,0.39,0.0036,0.41,0.012,0.74,0.095,5.70E-06,0.78,7.00,1.00,0.89,1.00,0.67,1.00,1.00,0.00,0.23,1.00,0.03,0.18,1.00,-77.5800478,36.11788649,ES071817-0022,566001836EH
"6585 Thelma Rd, Littleton, North Carolina, 27850",27850,NA,USA,-77.79889634,36.46742085,217,7.86,39.7,0.156,30,0.4,5.2,0.18,0.014,0.064,0.054,9.20E-03,0.60,7.00,1.00,0.69,1.00,0.51,1.00,1.00,0.00,0.21,1.00,0.00,0.29,1.00,-77.79889634,36.46742085,ES022317-0055,566001836EH
"11748 US-158, Littleton, North Carolina, 27850",27850,9693,USA,-77.8690424,36.45791863,67,7.86,39.7,0.156,30,0.4,5.6,0.17,0.014,0.064,0.054,1.10E-02,0.62,7.00,1.00,0.69,1.00,0.55,1.00,1.00,0.00,0.21,1.00,0.00,0.31,1.00,-77.8690424,36.45791863,ES022117-0020,566001836EH
"34 Holt St, Hollister, North Carolina, 27844",27844,9482,USA,-77.93336235,36.25859166,391,7.9,40.4,0.152,30,0.39,0,0.13,0.017,0.046,0.038,1.40E-06,0.74,7.00,1.00,0.90,1.00,0.57,1.00,1.00,0.01,0.28,1.00,0.08,0.13,0.00,-77.93336235,36.25859166,ES102616-0033,566001836EH
"3879 Williams Rd, Littleton, North Carolina, 27850",27850,9802,USA,-77.89060283,36.31382315,7,7.9,40.4,0.152,30,0.39,0,0.18,0.015,0.067,0.039,3.30E-06,0.65,7.00,1.00,0.76,1.00,0.55,1.00,1.00,0.01,0.28,1.00,0.02,0.22,1.00,-77.89060283,36.31382315,ES092716-0017,566001836EH
"805 Hendersons Farm Rd, Scotland Neck, North Carolina, 27874",27874,8989,USA,-77.41592619,36.15573128,72,7.49,40,0.151,28,0.37,0,0.34,0.014,0.71,0.035,3.30E-04,0.52,7.00,1.00,0.56,1.00,0.47,1.00,1.00,0.01,0.22,1.00,0.11,0.24,1.00,-77.41592619,36.15573128,ES091416-0024,566001836EH
"1043 Melvin Rd, Littleton, North Carolina, 27850",27850,8788,USA,-77.73735458,36.29981944,121,7.86,39.9,0.208,31,0.42,28,0.1,0.013,0.31,0.053,1.50E-05,0.57,7.00,1.00,0.61,1.00,0.52,1.00,1.00,0.00,0.26,1.00,0.00,0.29,1.00,-77.7373695,36.298593,ES072016-0003,566001836EH
"2490 Grapevine Rd, Halifax, North Carolina, 27839",27839,NA,USA,-77.65697233,36.34108258,37,7.68,39.8,0.166,29,0.39,7.4,0.21,0.011,0.18,0.071,4.30E-03,0.70,7.00,1.00,0.79,1.00,0.61,1.00,1.00,0.00,0.17,1.00,0.03,0.19,1.00,-77.65697233,36.34108258,ES060716-0006,566001836EH
"2177 Mill Creek Rd, Halifax, North Carolina, 27839",27839,9325,USA,-77.6834595,36.339318,126,7.85,39.9,0.206,31,0.41,23,0.18,0.013,0.22,0.078,2.70E-04,0.47,7.00,1.00,0.39,1.00,0.56,1.00,1.00,0.00,0.24,1.00,0.06,0.20,1.00,-77.6834595,36.339318,ES070116-0013,566001836EH
"x=-77.408222, y=36.162084",NA,NA,,0,0,,,,,,,,,,,,,,4.00,0.00,,0.00,,0.00,0.00,,,1.00,,,1.00,0,0,ES060617-0002,566001836EH
"76 Flower Orchard Rd, Littleton, North Carolina, 27850",27850,8903,USA,-77.89690034,36.50255732,270,7.87,39.8,0.156,30,0.4,1.8,0.039,0.015,0.05,0.043,3.20E-02,0.11,0.00,0.00,0.05,0.00,0.17,0.00,0.00,0.00,0.06,0.00,0.04,0.44,1.00,-77.896296,36.501912,ES021016-0002,566001836EH
"779 Panther Dr, Enfield, North Carolina, 27823",27823,8555,USA,-77.68957972,36.29718023,64,7.86,39.9,0.208,31,0.42,29,0.11,0.013,0.31,0.053,1.50E-05,0.57,7.00,1.00,0.62,1.00,0.53,1.00,1.00,0.00,0.26,1.00,0.00,0.29,1.00,-77.68957972,36.29718023,ES100715-0027,566001836EH
"1501 Rev Alex Brown Rd, Roanoke Rapids, North Carolina, 27870",27870,8024,USA,-77.79528554,36.4859297,50,7.86,39.7,0.156,30,0.4,5.6,0.17,0.014,0.064,0.054,1.10E-02,0.62,7.00,1.00,0.69,1.00,0.55,1.00,1.00,0.00,0.21,1.00,0.00,0.31,1.00,-77.79528554,36.4859297,ES101415-0030,566001836EH
"59 Poe Creek Dr, Littleton, North Carolina, 27850",27850,9442,USA,-77.86861659,36.49327231,322,7.86,39.7,0.156,30,0.4,1.9,0.035,0.014,0.052,0.044,3.40E-02,0.07,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.06,0.00,0.04,0.46,1.00,-77.869233,36.493218,ES090315-0023,566001836EH
"1440 Stansbury Rd, Littleton, North Carolina, 27850",27850,NA,USA,-77.91371442,36.35599693,3,7.9,40.4,0.152,30,0.39,0,0.18,0.015,0.067,0.039,3.30E-06,0.65,7.00,1.00,0.76,1.00,0.55,1.00,1.00,0.01,0.28,1.00,0.02,0.22,1.00,-77.91371442,36.35599693,ES092315-0022,566001836EH
"5667 Thelma Rd, Roanoke Rapids, North Carolina, 27870",27870,8723,USA,-77.78699744,36.4723602,59,7.86,39.7,0.156,30,0.4,5.6,0.17,0.014,0.064,0.054,1.10E-02,0.62,7.00,1.00,0.69,1.00,0.55,1.00,1.00,0.00,0.21,1.00,0.00,0.31,1.00,-77.78699744,36.4723602,ES120915-0028,566001836EH
"306 Bethel Rd, Scotland Neck, North Carolina, 27874",27874,8106,USA,-77.37482949,36.1154517,197,7.49,40,0.151,28,0.37,0,0.33,0.016,0.27,0.04,2.20E-04,0.64,7.00,1.00,0.61,1.00,0.67,1.00,1.00,0.00,0.28,1.00,0.07,0.18,1.00,-77.3745435,36.114525,ES050615-0040,566001836EH
"28261 Highway 561, Enfield, North Carolina, 27823",27823,NA,USA,-77.796261,36.273933,149,7.88,40.2,0.179,31,0.4,15,0.1,0.014,0.19,0.056,9.30E-06,0.66,7.00,1.00,0.77,1.00,0.56,1.00,1.00,0.00,0.27,1.00,0.02,0.23,1.00,-77.796261,36.273933,ES030315-0011,566001836EH
"13248 US Highway 258, Scotland Neck, North Carolina, 27874",27874,8632,USA,-77.493897,36.047187,122,7.49,40,0.151,28,0.37,0,0.42,0.014,0.15,0.048,1.30E-06,0.36,5.00,0.00,0.58,1.00,0.14,0.00,0.00,0.00,0.22,1.00,0.00,0.10,0.00,-77.493897,36.047187,ES030415-0025,566001836EH
"295 Nation Rd, Roanoke Rapids, North Carolina, 27870",27870,9085,USA,-77.71467418,36.4104464,1200,7.87,39.7,0.207,31,0.42,29,0.13,0.012,0.19,0.15,6.70E-04,0.69,7.00,1.00,0.73,1.00,0.65,1.00,1.00,0.00,0.22,1.00,0.09,0.13,0.00,-77.71467418,36.4104464,ES030315-0019,566001836EH
"x=-77.804550, y=36.152557",28308,NA,USA,-79.00257807,35.16835271,3622,8.58,42.5,0.244,38,0.64,130,0.083,0.075,0.22,0.22,0.00E+00,0.55,3.00,0.00,0.53,1.00,0.57,1.00,1.00,0.05,0.05,0.00,0.13,0.03,0.00,-79.00257807,35.16835271,ES051915-0014,566001836EH
"2413 Mullin Rd, Scotland Neck, North Carolina, 27874",27874,8200,USA,-77.49028989,36.0977176,58,7.49,40,0.151,28,0.37,0,0.42,0.014,0.15,0.048,1.30E-06,0.36,5.00,0.00,0.58,1.00,0.14,0.00,0.00,0.00,0.22,1.00,0.00,0.10,0.00,-77.49018,36.097182,ES100914-0031,566001836EH
"166 Moss Rd, Enfield, North Carolina, 27823",27823,9608,USA,-77.89990725,36.21632611,49,7.9,40.4,0.152,30,0.39,0,0.08,0.016,0.051,0.044,2.00E-05,0.71,7.00,1.00,0.96,1.00,0.46,1.00,1.00,0.01,0.21,1.00,0.05,0.15,0.00,-77.8988295,36.215919,ES110514-0010,566001836EH
"626 Roberson Rd, Halifax, North Carolina, 27839",27839,9087,USA,-77.70447649,36.3061698,89,7.86,39.9,0.208,31,0.42,28,0.1,0.013,0.31,0.053,1.50E-05,0.57,7.00,1.00,0.61,1.00,0.52,1.00,1.00,0.00,0.26,1.00,0.00,0.29,1.00,-77.70447649,36.3061698,ES082714-0067,566001836EH
"278 Mallard Drive, Littleton, North Carolina, 27850",27850,NA,USA,-77.86789995,36.49001811,329,7.86,39.7,0.156,30,0.4,1.9,0.035,0.014,0.052,0.044,3.40E-02,0.07,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.06,0.00,0.04,0.46,1.00,-77.8680675,36.490473,ES062614-0007,566001836EH
"2925 Thelma Rd, Roanoke Rapids, North Carolina, 27870",27870,8899,USA,-77.7430575,36.459648,296,7.88,39.6,0.205,31,0.42,7.9,0.064,0.012,0.13,0.099,8.50E-03,0.47,7.00,1.00,0.51,1.00,0.44,1.00,1.00,0.00,0.22,1.00,0.03,0.29,1.00,-77.7430575,36.459648,ES062614-0084,566001836EH
"565 James W Williams Farm Rd, Enfield, North Carolina, 27823",27823,8728,USA,-77.72304678,36.26327468,67,7.83,40.1,0.194,31,0.4,34,0.25,0.013,0.22,0.057,1.40E-05,0.69,7.00,1.00,0.79,1.00,0.58,1.00,1.00,0.00,0.44,1.00,0.00,0.29,1.00,-77.7225375,36.263502,ES070214-0058,566001836EH
"769 NC-48, Roanoke Rapids, North Carolina, 27870",27870,6201,USA,-77.66878616,36.43100937,1934,7.88,39.7,0.252,32,0.43,180,0.19,0.012,0.26,0.2,2.40E-03,0.72,7.00,1.00,0.80,1.00,0.65,1.00,1.00,0.01,0.26,1.00,0.07,0.13,0.00,-77.66878616,36.43100937,ES042414-0009,566001836EH
"400 Bethel Rd, Scotland Neck, North Carolina, 27874",27874,8107,USA,-77.3732739,36.11572312,197,7.49,40,0.151,28,0.37,0,0.33,0.016,0.27,0.04,2.20E-04,0.64,7.00,1.00,0.61,1.00,0.67,1.00,1.00,0.00,0.28,1.00,0.07,0.18,1.00,-77.3731755,36.116307,ES041714-0001,566001836EH
"521 Lees Point Dr, Littleton, North Carolina, 27850",27850,9757,USA,-77.82722711,36.47611957,155,7.86,39.7,0.156,30,0.4,3,0.064,0.014,0.056,0.047,2.70E-02,0.23,0.00,0.00,0.21,0.00,0.26,0.00,0.00,0.00,0.11,0.00,0.03,0.41,1.00,-77.82722711,36.47611957,ES042214-0005,566001836EH
"1377 Low Ground Rd, Enfield, North Carolina, 27823",27823,8807,USA,-77.71451864,36.16353194,316,7.81,40.3,0.181,30,0.39,40,0.25,0.012,0.55,0.11,8.50E-06,0.62,7.00,1.00,0.87,1.00,0.37,1.00,1.00,0.00,0.44,1.00,0.06,0.22,1.00,-77.71451864,36.16353194,ES012814-0037,566001836EH
"x=-77.485097, y=36.070558",NA,NA,,0,0,,,,,,,,,,,,,,4.00,0.00,,0.00,,0.00,0.00,,,1.00,,,1.00,0,0,ES081315-0032,566001836EH
"73 Rollingwood Ct, Littleton, North Carolina, 27850",27850,9626,USA,-77.87630185,36.49166571,331,7.86,39.7,0.156,30,0.4,1.9,0.035,0.014,0.052,0.044,3.40E-02,0.07,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.06,0.00,0.04,0.46,1.00,-77.876442,36.4914,ES040214-0029,566001836EH
"28261 Highway 561, Enfield, North Carolina, 27823",27823,NA,USA,-77.796261,36.273933,149,7.88,40.2,0.179,31,0.4,15,0.1,0.014,0.19,0.056,9.30E-06,0.66,7.00,1.00,0.77,1.00,0.56,1.00,1.00,0.00,0.27,1.00,0.02,0.23,1.00,-77.796261,36.273933,ES011414-0021,566001836EH
"1300 Stamper Siding Rd, Scotland Neck, North Carolina, 27874",27874,8204,USA,-77.40348682,36.07727468,93,7.49,40,0.151,28,0.37,0,0.37,0.016,0.17,0.042,1.80E-04,0.63,7.00,1.00,0.58,1.00,0.69,1.00,1.00,0.00,0.28,1.00,0.05,0.16,1.00,-77.40348682,36.07727468,ES111313-0022,566001836EH
"7622 Highway 481, Enfield, North Carolina, 27823",27823,NA,USA,-77.603886,36.209241,81,7.68,39.8,0.166,29,0.39,7.4,0.21,0.011,0.18,0.071,4.30E-03,0.70,7.00,1.00,0.79,1.00,0.61,1.00,1.00,0.00,0.17,1.00,0.03,0.19,1.00,-77.603886,36.209241,ES103113-0005,566001836EH
"1125 Heathsville Rd, Littleton, North Carolina, 27850",27850,2501,USA,-77.75959377,36.32072781,11,7.86,39.9,0.208,31,0.42,28,0.1,0.013,0.31,0.053,1.50E-05,0.57,7.00,1.00,0.61,1.00,0.52,1.00,1.00,0.00,0.26,1.00,0.00,0.29,1.00,-77.75959377,36.32072781,ES110613-0017,566001836EH
"398 Will Richardson Rd, Enfield, North Carolina, 27823",27823,9276,USA,-77.85637386,36.24299799,461,7.9,40.4,0.152,30,0.39,2,0.098,0.015,0.077,0.058,3.40E-06,0.75,7.00,1.00,0.91,1.00,0.60,1.00,1.00,0.00,0.29,1.00,0.04,0.17,1.00,-77.85637386,36.24299799,ES102213-0020,566001836EH
"394 Dove Dr, Hollister, North Carolina, 27844",27844,9824,USA,-77.94115963,36.25094994,469,7.9,40.4,0.152,30,0.39,0,0.13,0.017,0.047,0.039,3.10E-06,0.73,7.00,1.00,0.91,1.00,0.56,1.00,1.00,0.01,0.27,1.00,0.07,0.13,0.00,-77.942187,36.249723,ES102213-0022,566001836EH
"386 Shoffner Dr, Roanoke Rapids, North Carolina, 27870",27870,8410,USA,-77.71647901,36.39884444,588,7.87,39.8,0.207,31,0.42,28,0.14,0.012,0.2,0.13,4.80E-04,0.64,7.00,1.00,0.66,1.00,0.63,1.00,1.00,0.00,0.22,1.00,0.08,0.15,0.00,-77.7166785,36.39861,ES101713-0040,566001836EH
"13668 Old 125 Road, Scotland Neck, North Carolina, 27874",27874,NA,USA,-77.47302165,36.08588257,70,7.49,40,0.151,28,0.37,0,0.42,0.014,0.15,0.048,1.30E-06,0.36,5.00,0.00,0.58,1.00,0.14,0.00,0.00,0.00,0.22,1.00,0.00,0.10,0.00,-77.4734985,36.085986,ES082213-0001,566001836EH
"2490 Grapevine Rd, Halifax, North Carolina, 27839",27839,NA,USA,-77.65697233,36.34108258,37,7.68,39.8,0.166,29,0.39,7.4,0.21,0.011,0.18,0.071,4.30E-03,0.70,7.00,1.00,0.79,1.00,0.61,1.00,1.00,0.00,0.17,1.00,0.03,0.19,1.00,-77.65697233,36.34108258,ES060513-0118,566001836EH
"5170 Fishing Creek Rd, Enfield, North Carolina, 27823",27823,8126,USA,-77.89069845,36.18054939,42,7.9,40.4,0.152,30,0.39,0,0.08,0.016,0.051,0.044,2.00E-05,0.71,7.00,1.00,0.96,1.00,0.46,1.00,1.00,0.01,0.21,1.00,0.05,0.15,0.00,-77.89069845,36.18054939,ES022614-0026,566001836EH
"4758 US Highway 258, Scotland Neck, North Carolina, 27874",27874,9105,USA,-77.419449,36.148365,459,7.49,40,0.151,28,0.37,0,0.44,0.014,0.76,0.036,0.00028,0.44,7.00,1.00,0.45,1.00,0.43,1.00,1.00,0.02,0.18,1.00,0.07,0.22,1.00,-77.419449,36.148365,ES032113-0104,566001836EH
"3404 Gravel Pit Rd, Halifax, North Carolina, 27839",27839,7802,USA,-77.53087447,36.23645493,29,7.68,39.8,0.166,29,0.39,0,0.3,0.012,0.089,0.041,0.0016,0.38,5.00,0.00,0.58,1.00,0.19,0.00,0.00,0.00,0.19,1.00,0.00,0.42,1.00,-77.53087447,36.23645493,ES082213-0038,566001836EH
"148 Berkshire Dr, Littleton, North Carolina, 27850",27850,9708,USA,-77.81267343,36.4928056,103,7.86,39.7,0.156,30,0.4,5,0.14,0.014,0.062,0.052,0.014,0.53,7.00,1.00,0.58,1.00,0.49,1.00,1.00,0.00,0.19,1.00,0.01,0.33,1.00,-77.8133475,36.493119,ES013013-0016,566001836EH
"1464 Mullin Rd, Scotland Neck, North Carolina, 27874",27874,8201,USA,-77.47365997,36.09977938,80,7.49,40,0.151,28,0.37,0,0.42,0.014,0.15,0.048,1.30E-06,0.36,5.00,0.00,0.58,1.00,0.14,0.00,0.00,0.00,0.22,1.00,0.00,0.10,0.00,-77.473881,36.100476,ES121212-0031,566001836EH
"164 Briarwood Dr, Littleton, North Carolina, 27850",27850,7742,USA,-77.8780432,36.48835012,315,7.86,39.7,0.156,30,0.4,2,0.038,0.014,0.053,0.045,0.033,0.09,0.00,0.00,0.02,0.00,0.15,0.00,0.00,0.00,0.07,0.00,0.04,0.45,1.00,-77.8784985,36.488574,ES110612-0025,566001836EH
"887 Barnhill Rd, Enfield, North Carolina, 27823",27823,9073,USA,-77.5530493,36.13364174,124,7.55,40,0.156,29,0.38,0.00065,0.42,0.014,0.26,0.057,2.10E-06,0.44,5.00,0.00,0.64,1.00,0.23,0.00,0.00,0.00,0.22,1.00,0.01,0.12,0.00,-77.552811,36.133758,ES030113-0009,566001836EH
"4947 Shields Commissary Rd, Scotland Neck, North Carolina, 27874",27874,8478,USA,-77.312106,36.141633,5,7.49,40,0.151,28,0.37,0,0.17,0.014,0.77,0.033,0.0004,0.68,7.00,1.00,0.77,1.00,0.58,1.00,1.00,0.00,0.29,1.00,0.17,0.26,1.00,-77.312106,36.141633,ES100312-0028,566001836EH
